광물이름,보고서 내용,날짜
희토류,"하류부문 산업 수요 감소하며 가격 하향세 중국 디스프로슘 수요 대형기업의 3월말 현물 구매 완료 등 수요 감소에 따른 가격 하락과 경희토류 현물 수요 감소에 따른 가격 하락
  - (경희토류) 산화네오디뮴 가격 하락, 산화세륨·란탄 가격 하락
  - (중희토류) 산화디스프로슘 가격 상승, 산화이트륨 가격 유지
   * 산화디스프로슘 주간 가격 전주 대비 상승하였으나, 4.1주 내 가격 하향세",202023
"동,니켈,아연","미국의 인플레이션 둔화 및 재고량 감소에 따른 상승세 미국의 인플레이션 둔화에 따른 금리인상 속도조절 가능성으로 달러가치가 하락하는 가운데 주요 거래소들의 재고량이 감소하면서 비철금속 가격상승압력이 발생함. 다만 중국의 경기지표 부진 여파로 상기 상승압력이 부분적으로 상쇄되는 것으로 분석. 이에따라 4월2주차 전기동과 니켈가격은 각각 전주대비 0.6%, 0.2% 상승세를 나타냄. 미국의 3월 소비자물가지수(CPI)는 전년동월대비 5.0% 상승하여 전월대비 1.0%p 하락하면서 향후 5월 FOMC 금리인상 속도둔화 가능성이 높아지는 상황이며, 4월2주차 미달러인덱스는 101.45로 전주대비 0.12p 하락, 5주연속 하락세로 위험자산 투자선호가 개선됨. 같은기간 동은 상하이선물거래소(SHFE)의 동 재고량이 전주대비 4% 가량 감소했으며, 런던금속거래소(LME)의 동 재고량도 56,263톤으로 전주대비 13.6% 감소, 3주연속 감소세로 `05년이후 최저치를 기록함. 니켈도 LME의 재고량이 41,435톤으로 전주대비 2.7% 감소, `07년11월이후 최저치를 경신하는 등 타이트한 수급상황이 지속됨. 또한 중국의 3월 신에너지차(NEV) 판매량이 전년동월대비 34.9% 급증하면서 니켈 등 2차전지 원료수요 확대를 견인하는 것으로 분석",202023
유연탄,"계절성 수요둔화 및 중국의 경기지표 부진에 따른 하락세 4월2주차 국제유가(WTI)는 배럴당 82.52달러로 OPEC+의 감산정책으로 전주대비 2.3% 상승, 4주연속 상승세이나, 연료탄 가격은 계절성 수요둔화 및 중국의 제조업 PMI 등 경기지표 부진 여파로 전주대비 9.5% 하락세를 나타냄",202023
철광석,중국의 경기지표 부진에 따른 하락세 중국의 경기지표 부진 여파로 가격하방압력이 발생하면서 철광석 가격은 톤당 119.52달러로 전주대비 0.8% 소폭 하락세임. 중국의 3월 제조업 PMI는 50으로 부동산 경기둔화 및 글로벌 금융리스크로 전월대비 1.6p 하락함,202023
우라늄,"파운드(lb)당 50.35달러, 전주대비 변동없음
2. 주요 희소금속 : 망간, 리튬, 코발트, 희토류
단위 : U$/톤(코발트:U$/lb)

氠瑢
 
광종
연평균
주간평균
‘22
‘23
전년비(%)
4.1주
4.2주
전주비(%)
페로망간
     1,551 
     1,456 
△6.2
     1,385 
     1,365 
△1.4
탄산리튬
    72,290 
    53,997 
△25.3
    31,829 
    29,403 
△7.6
코발트
     31.20 
     18.70 
△40.1
     17.95 
     17.50 
△2.5
회
토 
류
산화디스프로슘
   380,494 
   323,103 
△15.1
 298,250 
  286,900 
△3.8
산화네오디뮴
   133,607 
   101,278 
△24.2
    80,100 
    75,460 
△5.8
산화이트륨
    11,621 
     8,036 
△30.9
     8,250 
     8,250 
산화세륨
     1,450 
     1,187 
△18.1
1,150 
     1,105 
△3.9
산화란탄
     1,392 
     1,137 
△18.3
     1,100 
     1,055 
△4.1
※ 페로망간(중국 FOB기준 75%), 탄산리튬(중국 내수가격, 99.5%min), 코발트(유럽 in-warehouse기준 99.8%min), 산화디스프로슘(중국 FOB기준 99.5%min), 산화네오디뮴(중국 FOB기준 99.5∼99.9%), 산화이트륨(중국 FOB기준 99.999%min), 산화세륨, 산화란탄(중국 FOB기준 99.5∼99.9%min)",202023
페로망간,"제철사, 유통업체의 현물 수요 감소로 가격 약세 추세 지속 수요 감소 및 충분한 현물 공급물량으로 가격 하락이 지속되며, 단기적 가격 하락 전망으로 수요업체는 재고 확보 지연
  - 시장참여자들은 중국의 낮은 경제성장 전망 등으로 단기적 철강 수요 축소 우려",202023
탄산리튬,"중국 이차전지 산업 수요 위축으로 가격 급락세 지속 중국 다수 리튬이온 이차전지 제조사의 낮은 가동률이 이어지며 원료인 탄산리튬 가격 급락세 지속, 리튬화합물 제조사들은 2개월분 수준의 재고 보유로 생산량 감산 중
  - 양극재 제조사들은 탄산리튬 가격의 추가적 하락을 전망하며 여전히 최소 물량만을 구매하고 있으나, 일부 시장관계자들은 현재 시장가격이 생산 원가에 근접함에 따라 향후 가격 하방 기조는 제한적일 것으로 전망",202023
코발트,"낮은 수요·거래량 상황 지속되며 가격 소폭 하락 하류부문 수요가 적은 반면 충분한 공급량으로 수요업체는 최소 물량만을 구매
  - 유럽 시장의 브리켓 판매가는 lb당 16.5달러, Broken Cathode는 17달러 수준 거래 
   * 지난해 11월 1,000톤 규모 비축한 중국 SRB(국가물자비축국)가 신규 비축에 대해 검토하는 것으로 알려짐",202023
희토류,"하류부문 산업 수요 감소하며 가격 하향세 중국 전기차 산업·풍력 터빈 관련 영구자석 수요 감소가 이어지고 있어 단기적으로 관련 희토류 품목 가격 하락이 이어질 전망
  - 세륨·란탄 현물 시장도 수요가 없고 거래가 이루어지지 않으며 가격 하락
  - (경희토류) 산화네오디뮴 가격 하락, 산화세륨·란탄 가격 하락
  - (중희토류) 산화디스프로슘 가격 하락, 산화이트륨 가격 유지",202023
"동,니켈,아연","미달러가치 상승 및 광종별 수급상황에 따른 하락세(니켈은 상승세) 중국의 GDP 성장률 등 경기지표 개선에도 불구, 5월 미연준의 금리인상 우려로 미달러가치 상승에 따른 위험자산 기피심리가 확산되는 가운데 공급차질 완화로 전기동 가격은 전주대비 0.3% 하락세를 나타냄. 다만, 니켈시장은 타이트한 시장수급 및 메이저 생산부진으로 상승압력이 발생하면서 전주대비 6.3% 상승세를 나타냄. 중국 국가통계국에 따르면 중국의 1분기 GDP 성장률은 전년대비 4.5% 증가로 전기대비 1.6%p 증가, `22년1분기 이후 최고치를 경신하였고, 3월 산업생산은 전년동월대비 3.9% 증가로 전월대비 1.5%p 증가, 작년 11월이후 최고치를 기록하는 등 경기지표가 개선됨. 다만, 5월 미연준 FOMC의 금리인상 우려가 제기되면서 미달러인덱스가 101.61로 전주대비 0.16p 상승하면서 가격하락요인으로 작용함. 동은 중국의 3월 동 수입량이 전년동월대비 19% 감소하였고, 1분기 동 수입량도 전년동기대비 12.6% 급감한 것으로 나타남. 또한 중국의 3월 정련동 생산량은 105만톤으로 전월대비 9% 증가하였고, 페루 Las Bambas광산(연산 40만톤급)은 정상가동을 재개하면서 공급차질이 완화된 것으로 분석. 니켈은 중국의 전기차 시장이 확대되는 가운데 메이저 Vale사의 1분기 니켈 생산량이 전년동기대비 10.5% 급감하면서 2분기 연속 전년 실적치를 하회함",202023
유연탄,유가하락 및 계절성 수요둔화에 따른 하락세 4월3주차 국제유가(WTI)는 배럴당 77.87달러로 4주연속 상승세를 마감하면서 전주대비 5.6% 하락한 가운데 연료탄 가격은 계절성 수요둔화로 전주대비 2.0% 하락세를 나타냄,202023
철광석,"메이저 생산확대 및 중국의 재고량 증가로 하락세 메이저 Vale사의 1분기 철광석 생산량은 S11D 프로젝트의 생산확대에 힘입어 전년동기대비 5.8% 증가하였으며, Rio Tinto사는 Gudai-Darri의 증산으로 철광석 출하량이 전년동기대비 5.8% 증가함. 또한 중국의 45개 주요항구의 철광석 재고량은 1억3,035만톤으로 전주대비 1% 증가함",202023
우라늄,"파운드(lb)당 50.35달러, 전주대비 변동없음
2. 주요 희소금속 : 망간, 리튬, 코발트, 희토류
단위 : U$/톤(코발트:U$/lb)

氠瑢
 
광종
연평균
주간평균
‘22
‘23
전년비(%)
4.2주
4.3주
전주비(%)
페로망간
     1,551 
     1,446 
△6.8
     1,365 
     1,305 
△4.4
탄산리튬
    72,290 
    52,027 
△28.0
    29,403 
    26,092 
△11.3
수산화리튬
67,180
55,690
△17.1
40,148
37,576
△6.4
코발트
     31.20 
     18.64 
△40.3
     17.50 
     17.66 
0.9
회
토 
류
산화디스프로슘
   380,494 
   319,938 
△15.9
   286,900 
  276,900 
△3.5
산화네오디뮴
   133,607 
    99,326 
△25.7
    75,460 
    72,780 
△3.6
산화이트륨
    11,621 
     8,051 
△30.7
     8,250 
     8,250 
산화세륨
     1,450 
     1,179 
△18.7
     1,105 
     1,075 
△2.7
산화란탄
     1,392 
     1,129 
△18.9
     1,055 
     1,025 
△2.8
※ 페로망간(중국 FOB기준 75%), 탄산리튬(중국 내수가격, 99.5%min), 코발트(유럽 in-warehouse기준 99.8%min), 산화디스프로슘(중국 FOB기준 99.5%min), 산화네오디뮴(중국 FOB기준 99.5∼99.9%), 산화이트륨(중국 FOB기준 99.999%min), 산화세륨, 산화란탄(중국 FOB기준 99.5∼99.9%min)",202023
페로망간,"제철사, 유통업체의 현물 수요 감소로 가격 약세 추세 지속 합금철에 대한 철강사 현물 수요가 줄면서 가격이 하락했으며, 일부 합금철 제조사는 추가 손실 우려 및 재고 다량으로 생산 가동률을 낮춤 
  - 합금철 시장은 중국 내·외 철강수요가 줄며 추가적인 가격하락 가능 전망",202023
탄산리튬,"중국 이차전지 산업 수요 위축으로 가격 급락세 지속 다수 수요업체들이 여전히 최소 현물 물량만을 구매하는 등 수요 부진으로 가격 하락추세 지속, 한편 일부 유통업체들은 재고 확보 시작
  - 일부 시장참여자들은 양극재 제조사들의 재고가 낮은수준에 도달함에 따라, 단기간 내 가격 안정화 및 반등 시점에 도달할 것으로 기대
   * 수산화리튬을 주원료로 사용하는 중국 삼원계 배터리의 경우, 1분기 45.7GWh를 생산하며 전년동기대비 늘었으나, 탑재기준 용량은 20.9GWh로 전년동기대비 감소",202023
코발트,"중국 물자비축국의 신규 비축 검토 등으로 시장가격 소폭 반등 중국 국가물자비축국(SRB)의 코발트 신규 비축 검토로 가격 상승 기대감 확산  
  - 반면, DR콩고 내 중국 CMOC가 운영하는 Tenke Fungurume 광산의 수출 재개가능성으로 공급이 늘어날 것으로 보여 가격 상승세 제한",202023
희토류,"하류부문 산업 현물 수요 약세로 가격 하향세 지속 4.15일 미얀마 정부의 Wa 특별지구 내 불법 채굴중인 광산에 대한 중단 명령 등 향후 공급 차질이 우려되나, 일부 시장관계자는 해당 지역의 적은 생산량과 많은 재고로 가격에 대한 영향 제한적일 것으로 예상
  - 중국 물자비축국의 산화디스프로슘 비축 가능성으로 4.20일부터 가격 반등
  - (경희토류) 산화네오디뮴 가격 하락, 산화세륨·란탄 가격 하락
  - (중희토류) 산화디스프로슘 가격 하락, 산화이트륨 가격 유지",202023
"동,니켈,아연","미국 은행리스크 지속 및 세계 경기부진 우려에 따른 하락세 5월 미연준의 금리인상 우려로 달러가치가 상승하는 가운데 글로벌 경기부진 및 미국의 은행리스크 지속으로 위험자산 하방리스크가 부각되면서 비철금속 가격하방압력이 발생함. 이에따라 4월4주차 전기동과 니켈가격은 각각 전주대비 3.6%, 3.8% 하락함. 지난주 미국의 퍼스트리퍼블릭 은행의 유동성 위기가 지속되면서 금융리스크가 심화되었으며, 세계 경기부진 우려로 주요 기업들의 반도체 감산결정 등 제조업 생산둔화 가능성이 제기됨. 또한 중국의 4월 NBS 제조업 PMI는 49.2로 전망치를 크게 하회한 것으로 나타남. 같은기간 미달러인덱스는 101.92로 전주대비 0.61p 상승하면서 위험자산 기피심리 확산에 따라 가격하락요인으로 작용함. 동은 중국의 1분기 동 수입량이 전년동기대비 12.6% 급감하였고,  LME 동 재고량도 4월4주차 기준 60,740톤으로 전주대비 16.9% 급증하면서 가격하방압력이 심화되는 것으로 분석. 니켈은 중국의 철강산업 부진으로 스테인리스 산업의 원료수요는 하방압력을 받고 있으나, 전기차 배터리 원료인 황산니켈은 중국의 3월 수입량이 전년동월대비 64.7% 증가, 1분기 수입량은 전년동기대비 96.1% 증가하는 등 신규수요 확대를 나타냄. 4월4주차 LME 재고량도 40,554톤으로 전주대비 2.2% 감소세를 나타내면서 타이트한 수급상황 지속으로 상기 하방압력을 부분상쇄하는 것으로 분석",202023
유연탄,유가하락 및 계절성 수요둔화에 따른 하락세 4월4주차 국제유가(WTI)는 배럴당 76.78달러로 전주대비 1.4% 하락하면서 에너지원 하방압력이 발생한 가운데 계절성 수요둔화로 연료탄 가격은 전주대비 1.2% 하락세를 나타냄,202023
철광석,"메이저 생산확대 및 중국의 재고량 증가로 하락세 경기부진 우려로 중국 철강협회(CISA)가 자국 제강사들에게 감산을 촉구하는 가운데 메이저 Anglo American의 증산으로 철광석 하방압력이 발생함. 당사의 남아공 자회사 Kumba의 1분기 철광석 생산량은 940만톤으로 전년동기대비 14% 증가하였고, 당사의 Minas-Rio광산의 생산량도 565만톤으로 전년동기대비 16% 증가함",202023
